"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Cum.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Student ID"
8145217,202310,13,13,13,NA
8145217,202320,17,17,30,NA
8145217,202410,15,15,45,NA
8145217,202420,16,16,61,NA
8145217,202510,NA,NA,61,NA
8145217,202515,NA,NA,61,NA
8145325,202310,15,47,47,NA
8145325,202320,15,15,62,NA
8145325,202410,15,15,77,NA
8145325,202420,15,15,92,NA
8145325,202510,NA,NA,92,NA
8145502,202310,16,53,53,NA
8145502,202320,14,14,67,NA
8145508,202310,16,16,16,NA
8145508,202320,15,15,31,NA
8145508,202410,16,16,47,NA
8145508,202420,15,15,62,NA
8145508,202510,2,2,64,NA
8145611,202310,15,36,36,NA
8145611,202320,16,16,52,NA
8145611,202410,16,16,68,NA
8145611,202420,15,15,83,NA
8145611,202510,NA,NA,83,NA
8145611,202515,NA,NA,83,NA
8145766,202310,15,57,57,NA
8145766,202320,15,15,72,NA
8145766,202410,16,16,88,NA
8145766,202420,12,12,100,NA
8145766,202510,NA,NA,100,NA
8145786,202310,13,19,19,NA
8145786,202320,13,13,32,NA
8145786,202410,19,19,51,NA
8145786,202420,16,16,67,NA
8145786,202510,NA,NA,67,NA
8146057,202310,17,20,20,NA
8146057,202320,15,15,35,NA
8146057,202410,15,15,50,NA
8146057,202420,15,15,65,NA
8146057,202510,NA,NA,65,NA
8146177,202310,0,0,0,NA
8146177,202320,9,9,9,NA
8146177,202330,0,0,9,NA
8146225,202410,15,15,15,NA
8146225,202420,15,15,30,NA
8146225,202510,NA,NA,30,NA
8146244,202310,15,60,60,NA
8146244,202320,18,18,78,NA
8146244,202410,18,18,96,NA
8146244,202420,19,19,115,NA
8146244,202510,NA,NA,115,NA
8146244,202515,NA,NA,115,NA
8146525,202310,15,15,15,NA
8146525,202320,15,15,30,NA
8146525,202410,15,15,45,NA
8146525,202420,15,15,60,NA
8146525,202510,NA,NA,60,NA
8146560,202310,15,34,34,NA
8146560,202320,15,15,49,NA
8146560,202410,12,12,61,NA
8146560,202420,15,15,76,NA
8146560,202510,NA,NA,76,NA
8146723,202310,13,13,13,NA
8146723,202320,14,14,27,NA
8146723,202410,15.5,15.5,42.5,NA
8146723,202420,15,15,57.5,NA
8146723,202510,NA,NA,57.5,NA
8147231,202310,16,53,53,NA
8147231,202320,15,15,68,NA
8147231,202410,15,15,83,NA
8147231,202420,15,15,98,NA
8147231,202510,NA,NA,98,NA
8147335,202310,16,25,25,NA
8147335,202320,17,17,42,NA
8147335,202410,12,12,54,NA
8147335,202420,13,13,67,NA
8147335,202510,NA,NA,67,NA
8147369,202310,15,32,32,NA
8147369,202320,16,16,48,NA
8147369,202410,15,15,63,NA
8147369,202420,15,15,78,NA
8147369,202510,NA,NA,78,NA
8147431,202310,16,47,47,NA
8147431,202315,6,6,53,NA
8147431,202320,18,18,71,NA
8147431,202410,17,17,88,NA
8147431,202415,3,3,91,NA
8147431,202420,15,15,106,NA
8147431,202510,NA,NA,106,NA
8147431,202520,NA,NA,106,NA
8147458,202310,15,27,27,NA
8147458,202320,16,16,43,NA
8147458,202410,16,16,59,NA
8147458,202420,15,15,74,NA
8147458,202510,NA,NA,74,NA
8147889,202310,15,55,55,NA
8147889,202315,6,6,61,NA
8147889,202320,15,15,76,NA
8147889,202330,6,6,82,NA
8147889,202410,15,15,97,NA
8147889,202415,3,3,100,NA
8147889,202420,15,15,115,NA
8147889,202430,3,3,118,NA
8147889,202510,NA,NA,118,NA
8147889,202515,NA,NA,118,NA
8147973,202310,15,30,30,NA
8147973,202320,15,15,45,NA
8147973,202410,15,15,60,NA
8147973,202415,3,3,63,NA
8147973,202420,18,18,81,NA
8147973,202510,NA,NA,81,NA
8148045,202310,10,13,13,NA
8148045,202320,14,14,27,NA
8148045,202410,9,9,36,NA
8148045,202415,0,0,36,NA
8148045,202420,15,15,51,NA
8148045,202430,8,8,59,NA
8148045,202510,NA,NA,59,NA
8148167,202310,15,21,21,NA
8148167,202320,15,15,36,NA
8148167,202410,16,16,52,NA
8148167,202420,0,12,64,NA
8148167,202510,NA,NA,64,NA
8148167,202520,NA,NA,64,NA
8148469,202310,17,40,40,NA
8148469,202320,15,15,55,NA
8148469,202410,18,18,73,NA
8148469,202415,6,6,79,NA
8148469,202420,15,15,94,NA
8148469,202510,NA,NA,94,NA
8148923,202310,16,19,19,NA
8148923,202320,13,13,32,NA
8148923,202410,15,15,47,NA
8148923,202415,3,3,50,NA
8148923,202420,15,15,65,NA
8148923,202510,NA,NA,65,NA
8148923,202515,NA,NA,65,NA
8148923,202520,NA,NA,65,NA
8149274,202310,17,17,17,NA
8149274,202320,16,16,33,NA
8149274,202410,16,16,49,NA
8149274,202420,16,16,65,NA
8149274,202510,NA,NA,65,NA
8149335,202310,17,45,45,NA
8149335,202320,15,15,60,NA
8149335,202410,15,15,75,NA
8149335,202420,15,15,90,NA
8149335,202510,NA,NA,90,NA
8149556,202310,15,49,49,NA
8149556,202320,15,15,64,NA
8149556,202410,16,16,80,NA
8149556,202420,15,15,95,NA
8149556,202510,NA,NA,95,NA
8150970,202310,13,13,13,NA
8150970,202320,15,15,28,NA
8150970,202410,13,13,41,NA
8150970,202420,17,17,58,NA
8150970,202510,NA,NA,58,NA
8151012,202310,17,52,52,NA
8151012,202320,15,15,67,NA
8151012,202410,15,15,82,NA
8151012,202420,16,16,98,NA
8151012,202510,NA,NA,98,NA
8151086,202310,15,29,29,NA
8151086,202320,16,16,45,NA
8151086,202410,12,12,57,NA
8151086,202420,16,16,73,NA
8151086,202510,NA,NA,73,NA
8151107,202310,17,34.6,34.6,NA
8151107,202315,3,3,37.6,NA
8151107,202320,15,15,52.6,NA
8151107,202410,15,15,67.6,NA
8151107,202415,3,3,70.6,NA
8151107,202420,16,16,86.6,NA
8151107,202430,6,6,92.6,NA
8151107,202510,NA,NA,92.6,NA
8151107,202520,NA,NA,92.6,NA
8151305,202310,15,15,15,NA
8151305,202320,16,16,31,NA
8151305,202410,15,15,46,NA
8151305,202420,16,16,62,NA
8151305,202510,NA,NA,62,NA
8151587,202310,17,36,36,NA
8151587,202315,4,4,40,NA
8151587,202320,16,16,56,NA
8151587,202410,16,16,72,NA
8151587,202510,NA,NA,72,NA
8151587,202515,NA,NA,72,NA
8151654,202310,16,16,16,NA
8151654,202320,16,16,32,NA
8151654,202410,15,15,47,NA
8151654,202420,17,17,64,NA
8151654,202510,NA,NA,64,NA
8152069,202310,15,53,53,NA
8152069,202320,15,15,68,NA
8152069,202410,12,12,80,NA
8152069,202420,15,15,95,NA
8152069,202510,NA,NA,95,NA
8152289,202310,12,12,12,NA
8152289,202315,3,3,15,NA
8152289,202320,11,11,26,NA
8152289,202410,15,15,41,NA
8152289,202420,7,7,48,NA
8152289,202510,NA,NA,48,NA
8152321,202310,15,15,15,NA
8152321,202320,12,12,27,NA
8152321,202410,17,17,44,NA
8152321,202420,18,18,62,NA
8152321,202510,NA,NA,62,NA
8152659,202310,15,28,28,NA
8152659,202320,16,16,44,NA
8152659,202410,16,16,60,NA
8152659,202420,15,15,75,NA
8152659,202430,6,6,81,NA
8152659,202510,NA,NA,81,NA
8152659,202515,NA,NA,81,NA
8152662,202310,15,38,38,NA
8152662,202320,14,14,52,NA
8152662,202410,15,15,67,NA
8152662,202420,15,15,82,NA
8152662,202510,NA,NA,82,NA
8153125,202310,15,15,15,NA
8153125,202320,14,14,29,NA
8153125,202410,15,15,44,NA
8153125,202420,15,15,59,NA
8153125,202510,NA,NA,59,NA
8153342,202310,13,43,43,NA
8153342,202320,17,17,60,NA
8153342,202410,14,14,74,NA
8153342,202420,15,15,89,NA
8153342,202510,NA,NA,89,NA
8153377,202310,17,47,47,NA
8153377,202320,16,16,63,NA
8153377,202410,18,18,81,NA
8153377,202420,16,16,97,NA
8153377,202430,6,6,103,NA
8153377,202510,NA,NA,103,NA
8153542,202310,17,45,45,NA
8153542,202320,16,16,61,NA
8153542,202410,15,15,76,NA
8153542,202420,16,16,92,NA
8153542,202510,NA,NA,92,NA
8154142,202310,16,16,16,NA
8154142,202320,15,15,31,NA
8154142,202410,15,15,46,NA
8154142,202420,15,15,61,NA
8154142,202510,NA,NA,61,NA
8154259,202310,14,24,24,NA
8154259,202320,10,10,34,NA
8154259,202410,14,14,48,NA
8154259,202420,12,12,60,NA
8154259,202510,NA,NA,60,NA
8154315,202310,17,32,32,NA
8154315,202320,16,16,48,NA
8154315,202410,18,18,66,NA
8154315,202420,18,18,84,NA
8154315,202510,NA,NA,84,NA
8154337,202310,15,15,15,NA
8154337,202320,16,16,31,NA
8154337,202410,15,15,46,NA
8154337,202420,12,12,58,NA
8154337,202510,NA,NA,58,NA
8154337,202515,NA,NA,58,NA
8160801,202310,15,55,55,NA
8160801,202320,16,16,71,NA
8160801,202330,3,3,74,NA
8160801,202410,15,15,89,NA
8160801,202415,6,6,95,NA
8160801,202420,15,15,110,NA
8160801,202510,NA,NA,110,NA
8160820,202310,15,43,43,NA
8160820,202320,15,15,58,NA
8160820,202410,15,15,73,NA
8160820,202420,15,15,88,NA
8160820,202510,NA,NA,88,NA
8160820,202520,NA,NA,88,NA
8161085,202310,16,70,70,NA
8161085,202320,15,15,85,NA
8161085,202410,15,15,100,NA
8161085,202420,15,15,115,NA
8161085,202510,NA,NA,115,NA
8161157,202310,15,53,53,NA
8161157,202320,14,14,67,NA
8161157,202410,15,15,82,NA
8161157,202420,12,12,94,NA
8161157,202510,NA,NA,94,NA
8161399,202310,17,20,20,NA
8161399,202320,15,15,35,NA
8161399,202330,1,1,36,NA
8161399,202410,15,15,51,NA
8161399,202420,15,15,66,NA
8161399,202510,NA,NA,66,NA
8161399,202520,NA,NA,66,NA
8161439,202310,12,21,21,NA
8161439,202320,12,12,33,NA
8161439,202410,12,17,50,NA
8161439,202420,12,12,62,NA
8161439,202510,NA,NA,62,NA
8161724,202310,15,73,73,NA
8161724,202320,15,15,88,NA
8161724,202410,16,16,104,NA
8161724,202420,15,15,119,NA
8161724,202510,NA,NA,119,NA
8161990,202310,14,21,21,NA
8161990,202320,16,16,37,NA
8161990,202410,15,15,52,NA
8161990,202415,6,6,58,NA
8161990,202420,15,15,73,NA
8161990,202510,NA,NA,73,NA
8162016,202310,15,42,42,NA
8162016,202320,17,17,59,NA
8162016,202410,17,17,76,NA
8162016,202415,0,0,76,NA
8162016,202420,15,15,91,NA
8162016,202430,0,0,91,NA
8162016,202510,NA,NA,91,NA
8162164,202310,15,29,29,NA
8162164,202320,20,20,49,NA
8162164,202410,16,16,65,NA
8162164,202420,16,16,81,NA
8162164,202430,0,0,81,NA
8162164,202510,0,0,81,NA
8162281,202310,15,54,54,NA
8162281,202320,15,15,69,NA
8162281,202410,15,15,84,NA
8162281,202420,16,16,100,NA
8162281,202510,NA,NA,100,NA
8162853,202310,11,17,17,NA
8162853,202315,3,3,20,NA
8162853,202320,16,16,36,NA
8162853,202330,5,5,41,NA
8162853,202410,16,16,57,NA
8162853,202415,3,3,60,NA
8162853,202420,16,16,76,NA
8162853,202510,NA,NA,76,NA
8162853,202515,NA,NA,76,NA
8162853,202520,NA,NA,76,NA
8162901,202310,17,31,31,NA
8162901,202315,3,3,34,NA
8162901,202320,16,16,50,NA
8162901,202410,17,17,67,NA
8162901,202420,17,17,84,NA
8162901,202510,NA,NA,84,NA
8162901,202520,NA,NA,84,NA
8162906,202310,15,27,27,NA
8162906,202320,15,15,42,NA
8162906,202410,14,14,56,NA
8162906,202420,15,15,71,NA
8162906,202430,3,3,74,NA
8162906,202510,NA,NA,74,NA
8162906,202515,NA,NA,74,NA
8163008,202310,15,21,21,NA
8163008,202320,15,15,36,NA
8163008,202330,3,3,39,NA
8163008,202410,15,15,54,NA
8163008,202415,6,6,60,NA
8163008,202420,15,15,75,NA
8163008,202430,3,3,78,NA
8163008,202510,0,0,78,NA
8163008,202515,NA,NA,78,NA
8163086,202310,15,52,52,NA
8163086,202320,11,11,63,NA
8163086,202330,3,3,66,NA
8163086,202410,17,17,83,NA
8163086,202415,6,6,89,NA
8163086,202420,12,12,101,NA
8163086,202430,3,3,104,NA
8163086,202510,NA,NA,104,NA
8163086,202520,NA,NA,104,NA
8163102,202310,15,42,42,NA
8163102,202320,17,17,59,NA
8163102,202410,15,15,74,NA
8163102,202420,15,15,89,NA
8163102,202510,NA,NA,89,NA
8163147,202310,15,42,42,NA
8163147,202320,16,16,58,NA
8163147,202410,19,19,77,NA
8163147,202420,15,15,92,NA
8163147,202510,NA,NA,92,NA
8163195,202310,16,16,16,NA
8163195,202315,3,3,19,NA
8163195,202320,14,14,33,NA
8163195,202410,16,16,49,NA
8163195,202415,3,3,52,NA
8163195,202420,16,16,68,NA
8163195,202430,0,0,68,NA
8163195,202510,NA,NA,68,NA
8163195,202515,NA,NA,68,NA
8163233,202310,15,34,34,NA
8163233,202320,15,15,49,NA
8163233,202410,15,15,64,NA
8163233,202420,16,16,80,NA
8163233,202430,6,6,86,NA
8163233,202510,NA,NA,86,NA
8163250,202310,17,50,50,NA
8163250,202320,15,15,65,NA
8163250,202410,15,15,80,NA
8163250,202420,15,15,95,NA
8163250,202510,NA,NA,95,NA
8163402,202310,14,59,59,NA
8163402,202320,18,18,77,NA
8163402,202410,16,16,93,NA
8163402,202420,16,16,109,NA
8163402,202430,3,3,112,NA
8163402,202510,NA,NA,112,NA
8163696,202310,16,35,35,NA
8163696,202320,18,18,53,NA
8163696,202410,17,17,70,NA
8163696,202420,17,17,87,NA
8163696,202510,NA,NA,87,NA
8163696,202515,NA,NA,87,NA
8163731,202310,16,22,22,NA
8163731,202320,14,14,36,NA
8163731,202410,16,16,52,NA
8163731,202420,15,15,67,NA
8163731,202430,6,6,73,NA
8163731,202510,NA,NA,73,NA
8163731,202515,NA,NA,73,NA
8163855,202310,15,52,52,NA
8163855,202320,17,17,69,NA
8163855,202330,6,6,75,NA
8163855,202410,15,15,90,NA
8163855,202420,15,15,105,NA
8163855,202430,3,3,108,NA
8163855,202510,NA,NA,108,NA
8163855,202515,NA,NA,108,NA
8163855,202520,NA,NA,108,NA
8163909,202310,15,21,21,NA
8163909,202320,14,14,35,NA
8163909,202410,14,14,49,NA
8163909,202420,18,18,67,NA
8163909,202510,NA,NA,67,NA
8164025,202310,15,28,28,NA
8164025,202320,16,16,44,NA
8164025,202410,15,15,59,NA
8164025,202420,16,16,75,NA
8164025,202510,NA,NA,75,NA
8164180,202310,16,16,16,NA
8164180,202320,11,11,27,NA
8164180,202410,15,15,42,NA
8164180,202420,15,15,57,NA
8164180,202510,NA,NA,57,NA
8164296,202310,16,100,100,NA
8164296,202320,9,9,109,NA
8164296,202410,15,15,124,NA
8164296,202420,15,15,139,NA
8164296,202510,NA,NA,139,NA
8164571,202310,15,22,22,NA
8164571,202320,13,13,35,NA
8164571,202410,15,15,50,NA
8164571,202420,15,15,65,NA
8164571,202510,NA,NA,65,NA
8164571,202515,NA,NA,65,NA
8164571,202520,NA,NA,65,NA
8164864,202310,15,44,44,NA
8164864,202320,13,13,57,NA
8164864,202410,17,17,74,NA
8164864,202420,18,18,92,NA
8164864,202510,NA,NA,92,NA
8164883,202310,16,31,31,NA
8164883,202320,16,16,47,NA
8164883,202410,15,15,62,NA
8164883,202420,16,16,78,NA
8164883,202510,NA,NA,78,NA
8164912,202310,13,13,13,NA
8164912,202315,6,6,19,NA
8164912,202320,8,8,27,NA
8164912,202410,15,15,42,NA
8164912,202420,13,13,55,NA
8164912,202510,NA,NA,55,NA
8165255,202310,16,16,16,NA
8165255,202320,14,14,30,NA
8165255,202410,15,15,45,NA
8165255,202420,12,12,57,NA
8165255,202510,0,0,57,NA
8165255,202515,NA,NA,57,NA
8165872,202310,15,66,66,NA
8165872,202315,3,3,69,NA
8165872,202320,13,13,82,NA
8165872,202330,6,6,88,NA
8165872,202410,15,15,103,NA
8165872,202415,2,2,105,NA
8165872,202420,12,12,117,NA
8165872,202430,3,3,120,NA
8165872,202510,NA,NA,120,NA
8165872,202515,NA,NA,120,NA
8165872,202520,NA,NA,120,NA
8166070,202310,17,81,81,NA
8166070,202320,18,18,99,NA
8166070,202410,21,21,120,NA
8166070,202420,19,19,139,NA
8166070,202510,NA,NA,139,NA
8166091,202310,15,15,15,NA
8166091,202320,17,17,32,NA
8166091,202410,18,18,50,NA
8166091,202420,15,15,65,NA
8166091,202510,NA,NA,65,NA
8166091,202520,NA,NA,65,NA
8166116,202310,15,15,15,NA
8166116,202320,15,15,30,NA
8166116,202410,12,12,42,NA
8166116,202420,16,16,58,NA
8166116,202510,NA,NA,58,NA
8166267,202310,13,35,35,NA
8166267,202315,2,2,37,NA
8166267,202320,16,16,53,NA
8166267,202410,13,13,66,NA
8166267,202415,3,3,69,NA
8166267,202420,13,13,82,NA
8166267,202510,NA,NA,82,NA
8166844,202310,16,39,39,NA
8166844,202320,16,16,55,NA
8166844,202410,15,15,70,NA
8166844,202420,16.5,16.5,86.5,NA
8166844,202510,NA,NA,86.5,NA
8166844,202515,NA,NA,86.5,NA
8166978,202310,12,52,52,NA
8166978,202320,15,15,67,NA
8166978,202410,16,16,83,NA
8166978,202415,3,3,86,NA
8166978,202420,15,15,101,NA
8166978,202510,NA,NA,101,NA
8167256,202310,16,27,27,NA
8167256,202320,14,14,41,NA
8167256,202410,16,16,57,NA
8167256,202420,14,14,71,NA
8167256,202510,NA,NA,71,NA
8167256,202515,NA,NA,71,NA
8167504,202310,15,27,27,NA
8167504,202320,15,15,42,NA
8167504,202330,6,6,48,NA
8167504,202410,12,12,60,NA
8167504,202420,12,12,72,NA
8167504,202430,3,3,75,NA
8167504,202510,NA,NA,75,NA
8167563,202310,15,15,15,NA
8167563,202320,15,15,30,NA
8167563,202410,15,15,45,NA
8167563,202420,12,12,57,NA
8167563,202510,NA,NA,57,NA
8167567,202310,15,15,15,NA
8167567,202320,12,12,27,NA
8167567,202410,15,15,42,NA
8167567,202420,15,15,57,NA
8167567,202510,NA,NA,57,NA
8167996,202310,14,18,18,NA
8167996,202320,16,16,34,NA
8167996,202410,15,15,49,NA
8167996,202420,15,15,64,NA
8167996,202510,NA,NA,64,NA
8168302,202310,15,45,45,NA
8168302,202320,15,15,60,NA
8168302,202330,1,1,61,NA
8168302,202410,16,16,77,NA
8168302,202420,15,15,92,NA
8168302,202510,NA,NA,92,NA
8168593,202310,15,50,50,NA
8168593,202320,15,15,65,NA
8168593,202410,15,15,80,NA
8168593,202420,15,15,95,NA
8168593,202510,NA,NA,95,NA
8168703,202310,15,15,15,NA
8168703,202320,15,15,30,NA
8168703,202410,16,16,46,NA
8168703,202420,15,15,61,NA
8168703,202430,3,3,64,NA
8168703,202510,NA,NA,64,NA
8168751,202310,9,9,9,NA
8168751,202320,8,8,17,NA
8168751,202330,6,6,23,NA
8168751,202410,13,13,36,NA
8168751,202420,10,10,46,NA
8168751,202510,0,0,46,NA
8169012,202310,0,0,0,NA
8169051,202310,12,32,32,NA
8169051,202320,15,15,47,NA
8169051,202330,2,2,49,NA
8169051,202410,15,15,64,NA
8169051,202415,3,3,67,NA
8169051,202420,15,15,82,NA
8169051,202510,NA,NA,82,NA
8169051,202515,NA,NA,82,NA
8171318,202310,16,27,27,NA
8171318,202320,14,14,41,NA
8171318,202410,15,15,56,NA
8171318,202420,14,14,70,NA
8171318,202510,NA,NA,70,NA
8171610,202310,17,17,17,NA
8171610,202320,15,15,32,NA
8171610,202410,15,15,47,NA
8171610,202415,6,6,53,NA
8171610,202420,16,16,69,NA
8171610,202430,5,5,74,NA
8171610,202510,NA,NA,74,NA
8171610,202520,NA,NA,74,NA
8174326,202210,5,5,5,NA
8174326,202220,3,3,8,NA
8174326,202310,6,6,14,NA
8174326,202320,6,6,20,NA
8174326,202410,12,12,32,NA
8174326,202420,18,18,50,NA
8174326,202510,0,0,50,NA
8176990,202210,17,17,17,NA
8176990,202220,14,14,31,NA
8176990,202310,15,15,46,NA
8176990,202315,3,3,49,NA
8176990,202320,14,14,63,NA
8176990,202330,9,9,72,NA
8176990,202410,16,16,88,NA
8176990,202415,6,6,94,NA
8176990,202420,16,16,110,NA
8176990,202430,1,1,111,NA
8176990,202510,NA,NA,111,NA
8176990,202515,NA,NA,111,NA
8177425,202210,15,27,27,NA
8177425,202220,0,0,27,NA
8178743,202210,15,18,18,NA
8178743,202220,16,16,34,NA
8178743,202310,15,15,49,NA
8178743,202320,18,18,67,NA
8178743,202410,15,15,82,NA
8178743,202420,15,15,97,NA
8178743,202510,NA,NA,97,NA
8178847,202210,16,16,16,NA
8178847,202220,15,15,31,NA
8178847,202310,15,15,46,NA
8178847,202320,12,12,58,NA
8178847,202410,9,9,67,NA
8178847,202420,9,9,76,NA
8178847,202510,0,0,76,NA
8181140,202210,17,17,17,NA
8181140,202220,18,18,35,NA
8181140,202310,18,18,53,NA
8181140,202320,17,17,70,NA
8181140,202410,18,18,88,NA
8181140,202420,15,15,103,NA
8181140,202510,NA,NA,103,NA
8181775,202210,17,29,29,NA
8181775,202220,16,16,45,NA
8181775,202230,3,3,48,NA
8181775,202310,15,15,63,NA
8181775,202315,3,3,66,NA
8181775,202320,15,15,81,NA
8181775,202330,3,3,84,NA
8181775,202410,9,9,93,NA
8181775,202415,3,3,96,NA
8181775,202420,12,12,108,NA
8181775,202430,3,3,111,NA
8181775,202510,NA,NA,111,NA
8181775,202515,NA,NA,111,NA
8181895,202210,12,27,27,NA
8181895,202215,3,3,30,NA
8181895,202220,15,15,45,NA
8181895,202310,15,15,60,NA
8181895,202320,14,14,74,NA
8181895,202410,15,15,89,NA
8181895,202420,15,15,104,NA
8181895,202510,NA,NA,104,NA
8181895,202520,NA,NA,104,NA
8182276,202210,17,26,26,NA
8182276,202220,17,17,43,NA
8182276,202230,3,3,46,NA
8182276,202310,16,16,62,NA
8182276,202320,15,15,77,NA
8182276,202330,3,3,80,NA
8182276,202410,17,17,97,NA
8182276,202415,3,3,100,NA
8182276,202420,16,16,116,NA
8182276,202430,3,3,119,NA
8182276,202510,0,0,119,NA
8182483,202210,14,53,53,NA
8182483,202220,15,15,68,NA
8182483,202310,15,15,83,NA
8182483,202320,15,15,98,NA
8182483,202410,16,16,114,NA
8182483,202420,15,15,129,NA
8182483,202510,NA,NA,129,NA
8183119,202210,12,12,12,NA
8183119,202215,3,3,15,NA
8183119,202220,14,14,29,NA
8183119,202310,15,15,44,NA
8183119,202320,15,15,59,NA
8183119,202330,6,11,70,NA
8183119,202410,16,16,86,NA
8183119,202420,18,18,104,NA
8183119,202510,NA,NA,104,NA
8183119,202520,NA,NA,104,NA
8183242,202210,5,5,5,NA
8183242,202220,16,16,21,NA
8183242,202310,17,17,38,NA
8183242,202320,13,13,51,NA
8183242,202410,12,12,63,NA
8183242,202420,15,15,78,NA
8183242,202510,NA,NA,78,NA
8183371,202210,17,64,64,NA
8183371,202220,16,16,80,NA
8183371,202310,15,15,95,NA
8183371,202320,15,15,110,NA
8183371,202410,18,18,128,NA
8183371,202420,15,15,143,NA
8183371,202510,NA,NA,143,NA
8183546,202210,16,20,20,NA
8183546,202220,14,14,34,NA
8183549,202210,15,47,47,NA
8183549,202220,15,15,62,NA
8183549,202310,15,15,77,NA
8183549,202315,3,3,80,NA
8183549,202320,0,0,80,NA
8183549,202410,0,0,80,NA
8183549,202510,NA,NA,80,NA
8183672,202210,14,63,63,NA
8183672,202220,16,16,79,NA
8183672,202310,14,14,93,NA
8183672,202320,15,15,108,NA
8183672,202410,17,17,125,NA
8183672,202415,3,3,128,NA
8183672,202420,15,15,143,NA
8183672,202510,NA,NA,143,NA
8184225,202210,16,37,37,NA
8184225,202220,15,15,52,NA
8184225,202310,18,18,70,NA
8184225,202315,4,4,74,NA
8184225,202320,15,15,89,NA
8184225,202410,15,15,104,NA
8184225,202420,12,12,116,NA
8184225,202510,NA,NA,116,NA
8184292,202210,0,0,0,NA
8184322,202210,11,11,11,NA
8184322,202220,6,6,17,NA
8184322,202310,0,0,17,NA
8184369,202210,15,28,28,NA
8184369,202220,17,17,45,NA
8184369,202310,15,15,60,NA
8184369,202320,18,18,78,NA
8184369,202410,15,15,93,NA
8184369,202420,15,15,108,NA
8184369,202510,NA,NA,108,NA
8185177,202210,14,14,14,NA
8185177,202220,16,16,30,NA
8185177,202230,3,3,33,NA
8185177,202310,12,12,45,NA
8185177,202320,13,13,58,NA
8185177,202410,15,15,73,NA
8185177,202420,15,15,88,NA
8185177,202510,NA,NA,88,NA
8185334,202210,17,48,48,NA
8185334,202220,15,15,63,NA
8185334,202310,16,16,79,NA
8185334,202320,15,15,94,NA
8185334,202410,18,18,112,NA
8185334,202420,18,18,130,NA
8185334,202510,3,3,133,NA
8185381,202210,17,34,34,NA
8185381,202220,16,16,50,NA
8185381,202310,17,17,67,NA
8185381,202320,15,15,82,NA
8185381,202410,12,12,94,NA
8185381,202420,16,16,110,NA
8185381,202510,NA,NA,110,NA
8185825,202210,14,33,33,NA
8185825,202220,17,17,50,NA
8185825,202230,3,6,56,NA
8185825,202310,15,15,71,NA
8185825,202320,13,13,84,NA
8185825,202330,3,3,87,NA
8185825,202410,15,15,102,NA
8185825,202420,15,15,117,NA
8185825,202510,NA,NA,117,NA
8185825,202515,NA,NA,117,NA
8186192,202210,16,39,39,NA
8186192,202220,15,15,54,NA
8186192,202310,16,16,70,NA
8186192,202320,19,19,89,NA
8186192,202410,16,16,105,NA
8186192,202415,6,6,111,NA
8186192,202420,18,18,129,NA
8186192,202510,NA,NA,129,NA
8186376,202210,16,47,47,NA
8186376,202220,12,12,59,NA
8186376,202310,15,15,74,NA
8186376,202320,16,16,90,NA
8186376,202410,15,15,105,NA
8186376,202420,16,16,121,NA
8186376,202510,NA,NA,121,NA
8186466,202210,17,32,32,NA
8186466,202220,16,16,48,NA
8186466,202310,15,15,63,NA
8186466,202320,15,15,78,NA
