"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr.(MU.and.Non-MU)","Cum.UG.Overall.Earned.CrHr.(MU.and.Non-MU)"
8288701,"202210",18,18,162
8288701,"202215",6,6,168
8288701,"202220",18,18,186
8288701,"202310",0,0,186
8288701,"202315",0,0,186
8288701,"202320",0,0,186
8289349,"202010",15,58,58
8289349,"202020",15,15,73
8289349,"202110",16,16,89
8289349,"202120",15,15,104
8289645,"202010",16,76,76
8289645,"202020",17,17,93
8289645,"202110",17,17,110
8289645,"202120",16,16,126
8289645,"202210",15,15,141
8289645,"202220",12,12,153
8289645,"202310",16,16,169
8289645,"202320",15,15,184
8289763,"202010",13,34,34
8289763,"202015",3,3,37
8289763,"202020",13,13,50
8289763,"202110",15,15,65
8289763,"202120",15,15,80
8289763,"202210",12,12,92
8289763,"202215",3,3,95
8289763,"202220",12,12,107
8289763,"202310",15,15,122
8289763,"202315",6,6,128
8289763,"202320",14,14,142
8289855,"202010",15,27,27
8289855,"202020",15,15,42
8289855,"202110",15,15,57
8289855,"202120",15,15,72
8289855,"202210",15,15,87
8289855,"202215",3,3,90
8289855,"202220",12,12,102
8289855,"202230",3,3,105
8289855,"202310",15,15,120
8289855,"202315",6,6,126
8289855,"202320",12,12,138
8290249,"202010",12,19,19
8290249,"202020",13,13,32
8290249,"202030",8,8,40
8290249,"202110",12,12,52
8290249,"202115",3,3,55
8290249,"202120",15,15,70
8290249,"202130",3,8,78
8290249,"202210",12,12,90
8290249,"202215",3,3,93
8290249,"202220",13,13,106
8290249,"202230",3,3,109
8290249,"202310",12,12,121
8290249,"202315",3,3,124
8290249,"202320",15,15,139
8290249,"202330",9,9,148
8290276,"202010",17,52,52
8290276,"202020",18,18,70
8290276,"202110",17,17,87
8290276,"202120",19,19,106
8290276,"202210",15,15,121
8290276,"202220",16,16,137
8290276,"202310",17,17,154
8290276,"202315",3,3,157
8290276,"202320",12,12,169
8290339,"202010",14,20,20
8290339,"202020",17,17,37
8290339,"202110",16,16,53
8290339,"202120",15,15,68
8290339,"202130",3,3,71
8290339,"202210",17,20,91
8290339,"202215",3,3,94
8290339,"202220",15,15,109
8290339,"202230",0,0,109
8290339,"202310",14,14,123
8290339,"202320",13,13,136
8290855,"202010",15,24,24
8290855,"202020",15,15,39
8290855,"202110",15,15,54
8290855,"202120",15,15,69
8290855,"202210",15,15,84
8290855,"202220",18,18,102
8290855,"202310",15,15,117
8290855,"202320",15,15,132
8291190,"202010",16,37,37
8291190,"202020",15,15,52
8291190,"202110",18,18,70
8291190,"202120",18,18,88
8291190,"202210",15,15,103
8291190,"202220",12,12,115
8291190,"202310",12,12,127
8291190,"202320",10,10,137
8291384,"202010",17,64,64
8291384,"202020",16,16,80
8291384,"202110",16,16,96
8291384,"202120",15,15,111
8291384,"202210",15,15,126
8291384,"202215",3,3,129
8291384,"202220",15,15,144
8291384,"202230",1,1,145
8291384,"202310",15,15,160
8291591,"202010",16,42,42
8291591,"202020",15,15,57
8291591,"202110",15,15,72
8291591,"202120",15,15,87
8291591,"202210",14,14,101
8291591,"202215",6,6,107
8291591,"202220",18,18,125
8292332,"202010",17,36,36
8292332,"202020",17,17,53
8292332,"202110",15,15,68
8292332,"202120",15,15,83
8292332,"202210",16,16,99
8292332,"202215",3,3,102
8292332,"202220",15,15,117
8292332,"202230",3,3,120
8292332,"202310",18,18,138
8292332,"202320",19,19,157
8292442,"202010",16,22,22
8292442,"202020",14,14,36
8292442,"202110",18,18,54
8292442,"202115",2,2,56
8292442,"202120",17,17,73
8292442,"202210",17,17,90
8292442,"202215",3,3,93
8292442,"202220",16,16,109
8292442,"202310",15,15,124
8292442,"202315",3,3,127
8292442,"202320",13,13,140
8292446,"202010",15,46,46
8292446,"202020",17,17,63
8292446,"202110",12,12,75
8292446,"202120",12,12,87
8292446,"202210",15,15,102
8292446,"202220",15,15,117
8292446,"202310",12,12,129
8292446,"202315",6,6,135
8292446,"202320",12,12,147
8293553,"202010",16,36,36
8293553,"202020",15,15,51
8293553,"202110",16,16,67
8293553,"202120",17,17,84
8293553,"202210",15,15,99
8293553,"202215",3,3,102
8293553,"202220",12,12,114
8293553,"202230",3,3,117
8293553,"202310",14,14,131
8293553,"202320",12,12,143
8293617,"202010",15,30,30
8293617,"202020",15,15,45
8293617,"202110",17,17,62
8293617,"202115",3,3,65
8293617,"202120",15,15,80
8293617,"202210",18,18,98
8293617,"202215",6,6,104
8293617,"202220",15,15,119
8293617,"202310",12,12,131
8293617,"202320",9,9,140
8293789,"202010",17,33,33
8293789,"202020",16,16,49
8293789,"202030",3,3,52
8293789,"202110",17,17,69
8293789,"202120",15,15,84
8293789,"202130",3,3,87
8293789,"202210",12,12,99
8293789,"202215",6,6,105
8293789,"202220",18,18,123
8293789,"202310",12.5,12.5,135.5
8293789,"202320",12,12,147.5
8293990,"202010",15,44,44
8293990,"202015",3,3,47
8293990,"202020",15,15,62
8293990,"202110",15,15,77
8293990,"202120",15,15,92
8293990,"202210",12,12,104
8293990,"202215",3,3,107
8293990,"202220",15,15,122
8293990,"202310",3,3,125
8293990,"202315",0,0,125
8293990,"202320",0,0,125
8294257,"202010",15,26,26
8294257,"202020",15,15,41
8294257,"202110",15,15,56
8294257,"202120",15,15,71
8294257,"202210",15,15,86
8294257,"202215",3,3,89
8294257,"202220",12,12,101
8294257,"202310",12,12,113
8294257,"202320",12,12,125
8294329,"202010",16,31,31
8294329,"202020",11,11,42
8294329,"202110",15,15,57
8294329,"202120",15,15,72
8294329,"202210",12,12,84
8294329,"202220",15,15,99
8294329,"202310",12,12,111
8294329,"202320",12,12,123
8294533,"202010",15,39,39
8294533,"202020",14,14,53
8294533,"202110",14,14,67
8294533,"202120",13,13,80
8294533,"202210",12,12,92
8294533,"202220",15,15,107
8294533,"202230",3,6,113
8294533,"202310",16,16,129
8294533,"202320",12,12,141
8294533,"202410",13,13,154
8294677,"202010",16,42,42
8294677,"202020",15,15,57
8294677,"202110",16,16,73
8294677,"202120",15,15,88
8294677,"202210",12,12,100
8294677,"202215",6,6,106
8294677,"202220",18,18,124
8294785,"202010",16,71,71
8294785,"202020",18,18,89
8294785,"202030",3,3,92
8294785,"202110",17,17,109
8294785,"202120",18,18,127
8294785,"202210",15,15,142
8294785,"202220",16,16,158
8294785,"202310",13,13,171
8294785,"202320",12.5,12.5,183.5
8295097,"202010",15,42,42
8295097,"202020",15,15,57
8295097,"202110",15,15,72
8295097,"202120",15,15,87
8295097,"202210",15,15,102
8295097,"202215",0,3,105
8295097,"202220",9,9,114
8295097,"202310",15,15,129
8295097,"202320",12,12,141
8295458,"202010",16,46,46
8295458,"202020",13,13,59
8295458,"202030",3,3,62
8295458,"202110",0,0,62
8295458,"202120",8,8,70
8295572,"202010",16,54,54
8295572,"202020",14,14,68
8295572,"202030",0,6,NA
8295572,"202110",15,15,89
8295572,"202120",15,15,104
8295572,"202130",6,6,110
8295572,"202210",16,16,126
8295572,"202220",15,15,141
8295572,"202310",15,15,156
8295572,"202320",12,12,168
8295624,"202010",15,35,35
8295624,"202020",15,15,50
8295624,"202030",3,6,56
8295624,"202110",15,15,71
8295624,"202115",3,3,74
8295624,"202120",15,15,89
8295624,"202210",15,15,104
8295624,"202215",3,3,107
8295624,"202220",15,15,122
8295624,"202310",9,9,131
8296019,"202010",13,13,13
8296019,"202020",14,14,27
8296019,"202110",15,15,42
8296019,"202120",15,15,57
8296019,"202210",15,15,72
8296019,"202215",3,3,75
8296019,"202220",15,15,90
8296019,"202310",15,15,105
8296019,"202320",14,14,119
8296091,"202010",15,27,27
8296091,"202020",15,15,42
8296091,"202110",15,15,57
8296091,"202120",15,15,72
8296091,"202210",12,12,84
8296091,"202215",3,3,87
8296091,"202220",15,15,102
8296091,"202230",3,3,105
8296091,"202310",15,15,120
8296091,"202320",12,12,132
8304284,"202010",15,21,21
8304284,"202020",11,11,32
8304284,"202110",17,17,49
8304284,"202120",16,16,65
8304284,"202210",15,15,80
8304284,"202220",15,15,95
8304284,"202310",15,15,110
8304284,"202320",15,15,125
8304959,"202210",15,65,65
8304959,"202220",16,16,81
8304959,"202310",15,15,96
8304959,"202320",16,16,112
8304959,"202410",0,15,127
8304959,"202420",15,15,142
8304959,"202510",NA,NA,142
8305176,"202010",15,18,18
8305176,"202015",3,3,21
8305176,"202020",13,13,34
8305176,"202030",5,5,39
8305176,"202110",15,15,54
8305176,"202120",13,13,67
8305176,"202210",17,17,84
8305176,"202220",15,15,99
8305176,"202230",3,3,102
8305176,"202310",15,15,117
8305176,"202320",10,10,127
8305176,"202410",9,9,136
8305176,"202420",15,15,151
8305468,"202010",14,64,64
8305468,"202020",16,16,80
8305468,"202110",14,14,94
8305468,"202115",3,3,97
8305468,"202120",15,15,112
8305468,"202210",15,15,127
8305468,"202220",12,12,139
8305795,"202110",17,50,50
8305795,"202115",3,3,53
8305795,"202120",19,19,72
8305795,"202210",19,19,91
8305795,"202215",6,6,97
8305795,"202220",18,18,115
8305795,"202230",8,8,123
8305795,"202310",15,15,138
8305795,"202320",15,15,153
8305795,"202330",1,1,154
8305795,"202410",15,15,169
8305795,"202420",15.5,15.5,184.5
8309047,"201910",15,15,15
8309047,"201920",17,17,32
8309047,"202010",20,20,52
8309047,"202020",19,19,71
8309047,"202110",21,21,92
8309047,"202120",15,15,107
8309047,"202210",15,15,122
8309047,"202220",12,12,134
8309126,"201910",12,12,12
8309126,"201920",17,17,29
8309126,"202010",14,14,43
8309126,"202020",19,19,62
8309126,"202110",15,15,77
8309126,"202120",18,18,95
8309126,"202130",9,9,104
8309126,"202210",17,17,121
8309126,"202220",16,16,137
8309126,"202230",0,0,137
8309126,"202310",19,25,162
8311146,"201910",17,43,43
8311146,"201915",3,3,46
8311146,"201920",16,16,62
8311146,"202010",17,17,79
8311146,"202020",0,15,94
8311146,"202030",3,3,97
8311146,"202110",15,15,112
8311146,"202115",3,3,115
8311146,"202120",13,13,128
8311146,"202210",19,19,147
8311146,"202215",4,4,151
8311146,"202220",16.5,16.5,167.5
8311871,"201910",15,40,40
8311871,"201920",16,16,56
8311871,"202010",12,12,68
8311871,"202015",3,3,71
8311871,"202020",15,15,86
8311871,"202110",16,16,102
8311871,"202120",13,13,115
8311871,"202210",12,12,127
8311871,"202215",3,3,130
8311871,"202220",12,12,142
8313151,"201910",17,17,17
8313151,"201920",17,17,34
8313151,"202010",13,13,47
8313151,"202020",3,19,66
8313151,"202110",18,18,84
8313151,"202120",16,16,100
8313151,"202130",0,0,100
8313151,"202210",15,15,115
8313151,"202220",20,20,135
8313455,"201910",15,33,33
8313455,"201920",16,16,49
8313455,"202010",12,15,64
8313455,"202020",16,16,80
8313455,"202110",15,15,95
8313455,"202120",15,15,110
8313455,"202210",12,12,122
8313455,"202220",13,13,135
8314453,"201910",16,16,16
8314453,"201920",20,20,36
8314453,"202010",19,19,55
8314453,"202020",22,22,77
8314453,"202110",21,21,98
8314453,"202120",15,15,113
8314453,"202210",18,18,131
8314453,"202220",14,14,145
8314754,"201910",18,18,18
8314754,"201920",20,20,38
8314754,"202010",18,18,56
8314754,"202020",18,18,74
8314754,"202030",0,0,74
8314754,"202110",20,20,94
8314754,"202120",18,18,112
8314754,"202130",0,0,112
8314754,"202210",15,18,130
8314754,"202220",16.5,16.5,146.5
8315620,"201910",12,19,19
8315620,"201920",0,0,19
8315620,"202010",14,14,33
8315620,"202015",3,3,36
8315620,"202020",15,18,54
8315620,"202110",12,12,66
8315620,"202115",6,6,72
8315620,"202120",12,12,84
8315620,"202130",3,3,87
8315620,"202210",14,14,101
8315620,"202215",3,3,104
8315620,"202220",3,3,107
8315620,"202310",18,18,125
8317414,"201910",12,12,12
8317414,"201920",12,12,24
8317414,"202010",7,7,31
8317414,"202020",14,14,45
8317414,"202110",15,15,60
8317414,"202120",17,17,77
8317414,"202130",15,15,92
8317414,"202210",19,19,111
8317414,"202220",18,18,129
8317414,"202310",18,18,147
8317791,"201910",15,41,41
8317791,"201920",16,16,57
8317791,"202010",12,12,69
8317791,"202020",12,12,81
8317791,"202110",12,12,93
8317791,"202120",13,13,106
8317791,"202210",15,15,121
8317791,"202220",12,12,133
8318030,"201910",16,65,65
8318030,"201920",16,16,81
8318030,"202010",14,14,95
8318030,"202015",3,3,98
8318030,"202020",15,15,113
8318030,"202110",15,15,128
8318030,"202120",15,15,143
8318030,"202210",14,14,157
8318030,"202215",6,6,163
8318030,"202220",16,16,179
8318744,"201910",16,42,42
8318744,"201920",16,16,58
8318744,"202010",16.5,16.5,74.5
8318744,"202020",16.5,16.5,91
8318744,"202110",15,15,106
8318744,"202120",15,15,121
8318744,"202210",16,16,137
8318744,"202220",15,15,152
8319115,"201910",16,43,43
8319115,"201920",17,17,60
8319115,"202010",15,15,75
8319115,"202020",17,17,92
8319115,"202110",15,15,107
8319115,"202120",12,12,119
8319115,"202210",15,15,134
8319115,"202220",8,8,142
8319115,"202310",0,0,142
8319115,"202315",0,0,142
8319115,"202320",0,0,142
8319933,"201910",16,32,32
8319933,"201915",3,3,35
8319933,"201920",14,14,49
8319933,"202010",15,15,64
8319933,"202020",12.5,12.5,76.5
8319933,"202030",3,9,85.5
8319933,"202110",16,16,101.5
8319933,"202115",3,3,104.5
8319933,"202120",15,15,119.5
8319933,"202210",15,15,134.5
8319933,"202220",12,12,146.5
8320803,"201910",15,66,66
8320803,"201920",16,16,82
8320803,"202010",16,16,98
8320803,"202015",6,6,104
8320803,"202020",15,15,119
8320803,"202110",14,14,133
8320803,"202120",15,15,148
8320803,"202210",0,0,148
8320803,"202220",0,0,148
8321660,"201910",15,27,27
8321660,"201920",15,15,42
8321660,"202010",12,12,54
8321660,"202015",3,3,57
8321660,"202020",14,14,71
8321660,"202110",15,15,86
8321660,"202120",16,16,102
8321660,"202210",18,18,120
8321660,"202215",6,6,126
8321660,"202220",15,15,141
8321894,"201910",16,16,16
8321894,"201920",14,14,30
8321894,"202010",16,16,46
8321894,"202020",15,15,61
8321894,"202110",18,18,79
8321894,"202120",15,15,94
8321894,"202130",0,0,94
8321894,"202210",12,12,106
8321894,"202220",13.5,13.5,119.5
8323387,"201910",16,22,22
8323387,"201920",15,15,37
8323387,"202010",16,16,53
8323387,"202020",15,15,68
8323387,"202110",16,16,84
8323387,"202120",15,15,99
8323387,"202210",12,12,111
8323387,"202220",13,13,124
8323830,"201910",16,19,19
8323830,"201920",15,15,34
8323830,"202010",15,15,49
8323830,"202020",14,14,63
8323830,"202030",3,3,66
8323830,"202110",15,15,81
8323830,"202120",12,12,93
8323830,"202210",16,16,109
8323830,"202215",3,3,112
8323830,"202220",15,15,127
8324656,"201910",16,40,40
8324656,"201915",6,6,46
8324656,"201920",16,16,62
8324656,"201930",3,3,65
8324656,"202010",9,9,74
8324656,"202015",3,3,77
8324656,"202020",16,16,93
8324656,"202030",0,0,93
8324656,"202110",15,15,108
8324656,"202120",9,9,117
8324656,"202130",5,5,122
8324656,"202210",12,12,134
8324656,"202220",16,16,150
8325028,"201910",13,43,43
8325028,"201920",14,14,57
8325028,"202010",16,16,73
8325028,"202020",18,18,91
8325028,"202110",10,10,101
8325028,"202120",17,17,118
8325028,"202210",17,17,135
8325028,"202220",17,17,152
8325151,"201910",18,34,34
8325151,"201920",15,15,49
8325151,"202010",15,15,64
8325151,"202020",14,14,78
8325151,"202110",19,19,97
8325151,"202120",16,16,113
8325151,"202210",14,14,127
8325151,"202220",12,12,139
8325151,"202310",14,14,153
8325151,"202320",12,12,165
8325515,"201910",15,15,15
8325515,"201920",20,20,35
8325515,"202010",19,19,54
8325515,"202020",20,20,74
8325515,"202110",15,15,89
8325515,"202120",19,19,108
8325515,"202130",0,0,108
8325515,"202210",5,5,113
8325515,"202215",0,0,113
8325515,"202220",3,3,116
8326128,"201910",16,73,73
8326128,"201915",3,3,76
8326128,"201920",19,19,95
8326128,"201930",3,3,98
8326128,"202010",16,16,114
8326128,"202015",3,3,117
8326128,"202020",19,19,136
8326128,"202110",16,16,152
8326128,"202120",6,6,158
8326128,"202210",9,9,167
8326128,"202220",3,3,170
8326128,"202310",0,0,170
8326382,"201910",17,46,46
8326382,"201920",16,16,62
8326382,"202010",18,18,80
8326382,"202020",18,18,98
8326382,"202110",18,18,116
8326382,"202120",15,15,131
8326382,"202210",16,16,147
8326382,"202220",12,12,159
8327017,"201910",15,15,15
8327017,"201915",3,3,18
8327017,"201920",12,12,30
8327017,"202010",15,15,45
8327017,"202015",3,3,48
8327017,"202020",14,14,62
8327017,"202110",15,15,77
8327017,"202115",3,3,80
8327017,"202120",15,15,95
8327017,"202130",3,3,98
8327017,"202210",15,15,113
8327017,"202215",3,3,116
8327017,"202220",12,12,128
8327627,"201910",17,46,46
8327627,"201920",15,15,61
8327627,"202010",15,15,76
8327627,"202020",13,13,89
8327627,"202030",3,3,92
8327627,"202110",12,12,104
8327627,"202115",6,6,110
8327627,"202120",15,15,125
8327627,"202210",12,12,137
8327627,"202220",9,9,146
8328843,"201910",15,18,18
8328843,"201920",16,16,34
8328843,"202010",15,15,49
8328843,"202015",3,3,52
8328843,"202020",14,14,66
8328843,"202110",15,15,81
8328843,"202120",15,15,96
8328843,"202210",12,12,108
8328843,"202215",2,2,110
8328843,"202220",15,15,125
8328875,"201910",14,39,39
8328875,"201920",15,15,54
8328875,"202010",16,16,70
8328875,"202020",15,15,85
8328875,"202110",15,15,100
8328875,"202120",15,15,115
8328875,"202210",15,15,130
8328875,"202220",15,15,145
8329214,"201910",15,38,38
8329214,"201920",15,15,53
8329214,"202010",16,16,69
8329214,"202020",15,15,84
8329214,"202030",3,3,87
8329214,"202110",15,15,102
8329214,"202115",3,3,105
8329214,"202120",15,15,120
8329214,"202210",12,12,132
8329214,"202220",13,13,145
8329631,"201910",16,65,65
8329631,"201920",16,16,81
8329631,"202010",17,17,98
8329631,"202020",15,15,113
8329631,"202110",18,18,131
8329631,"202115",3,3,134
8329631,"202120",13,13,147
8329631,"202210",15,15,162
8329631,"202220",12,12,174
8330104,"201910",17,41,41
8330104,"201920",15,15,56
8330104,"202010",15,15,71
8330104,"202020",0,16,87
8330104,"202110",15,15,102
8330104,"202120",18,18,120
8330104,"202210",12.5,12.5,132.5
8330104,"202220",12,12,144.5
8330667,"201910",15,48,48
8330667,"201920",14,14,62
8330667,"202010",15,15,77
8330667,"202020",15,15,92
8330667,"202030",3,3,95
8330667,"202110",16,16,111
8330667,"202115",3,3,114
8330667,"202120",15,15,129
8330667,"202210",16,16,145
8330667,"202215",3,3,148
8330667,"202220",12,12,160
8332131,"201910",17,47,47
8332131,"201920",16,16,63
8332131,"202010",16,16,79
8332131,"202020",16,16,95
8332131,"202110",15,15,110
8332131,"202120",15,15,125
8332131,"202210",0,0,125
8332131,"202220",0,0,125
8332243,"201910",14,15,15
8332243,"201920",17,17,32
8332243,"202010",19,19,51
8332243,"202020",16.5,16.5,67.5
8332243,"202110",17,17,84.5
8332243,"202120",17,17,101.5
8332243,"202210",13.5,16.5,118
8332243,"202220",9,9,127
8332399,"201910",17,64,64
8332399,"201920",17,17,81
8332399,"202010",16,19,100
8332399,"202020",16,16,116
8332399,"202110",12,15,131
8332399,"202120",18,18,149
8332399,"202130",3,3,152
8332399,"202210",16,16,168
8332566,"201910",17,46,46
8332566,"201920",15,15,61
8332566,"202010",15,15,76
8332566,"202020",13,13,89
8332566,"202030",3,3,92
8332566,"202110",15,15,107
8332566,"202120",12,12,119
8332566,"202210",15,15,134
8332566,"202215",3,3,137
8332566,"202220",11,11,148
8332566,"202310",0,0,148
8332566,"202315",0,0,148
8332566,"202320",0,0,148
8332809,"201910",17,38,38
8332809,"201920",16,16,54
8332809,"202010",15,15,69
8332809,"202015",6,6,75
8332809,"202020",17,17,92
8332809,"202030",0,6,NA
8332809,"202110",15,15,113
8332809,"202120",16,16,129
8332809,"202210",17,17,146
8332809,"202215",6,6,152
8332809,"202220",9,9,161
8332899,"201910",17,37,37
8332899,"201920",14,14,51
8332899,"202010",12,12,63
8332899,"202020",15,15,78
8332899,"202030",3,3,81
8332899,"202110",12,12,93
8332899,"202120",12,12,105
8332899,"202130",3,3,108
8332899,"202210",12,12,120
8332899,"202220",12,12,132
8332921,"201910",14,14,14
8332921,"201920",16,16,30
8332921,"201930",3,3,33
8332921,"202010",15,15,48
8332921,"202020",16,16,64
8332921,"202030",6,6,70
8332921,"202110",15,15,85
8332921,"202115",3,3,88
8332921,"202120",16,16,104
8332921,"202210",15,15,119
8332921,"202215",6,6,125
8332921,"202220",14,14,139
8332921,"202310",12,12,151
8333381,"201910",15,31,31
8333381,"201920",16,16,47
8333381,"202010",15,15,62
8333381,"202015",3,3,65
8333381,"202020",15,15,80
8333381,"202110",15,15,95
8333381,"202120",15,15,110
8333381,"202210",12,12,122
8333381,"202220",12,12,134
8333453,"201910",18,26,26
8333453,"201920",15,15,41
8333453,"202010",15,15,56
8333453,"202020",15,15,71
8333453,"202110",15,15,86
8333453,"202120",12,12,98
8333453,"202130",9,9,107
8333453,"202210",15,15,122
8333453,"202220",15,15,137
8333646,"201910",16,28,28
8333646,"201920",15,15,43
8333646,"201930",0,3,NA
8333646,"202010",15,15,61
8333646,"202020",16,16,77
8333646,"202110",15,15,92
8333646,"202115",3,3,95
8333646,"202120",15,15,110
8333646,"202210",15,15,125
8333646,"202215",5,5,130
8333646,"202220",20,20,150
8334557,"201910",17,17,17
8334557,"201920",15,15,32
8334557,"202010",13,13,45
8334557,"202020",15,15,60
8334557,"202110",14,14,74
8334557,"202120",12,12,86
8334557,"202130",9,9,95
8334557,"202210",15,15,110
8334557,"202215",3,3,113
8334557,"202220",15,15,128
8334557,"202310",0,0,128
8334557,"202320",0,0,128
8335143,"201910",16,70,70
8335143,"201915",3,3,73
8335143,"201920",16,16,89
8335143,"201930",8,8,97
8335143,"202010",18,18,115
8335143,"202015",3,3,118
8335143,"202020",19,19,137
8335143,"202030",6,6,143
8335143,"202110",14,14,157
8335143,"202115",3,3,160
8335143,"202120",19,19,179
8336578,"201910",14,23,23
8336578,"201920",16,16,39
8336578,"202010",15,15,54
8336578,"202020",12,12,66
8336578,"202110",12,12,78
8336578,"202115",6,6,84
8336578,"202120",15,15,99
8336578,"202130",3,6,105
8336578,"202210",12,12,117
8336578,"202220",12,12,129
8338269,"201910",17,23,23
8338269,"201915",3,3,26
8338269,"201920",16,16,42
8338269,"202010",16,16,58
8338269,"202015",3,3,61
8338269,"202020",15,15,76
8338269,"202110",15,15,91
8338269,"202115",6,6,97
8338269,"202120",12,12,109
8338269,"202210",15,15,124
8338269,"202220",15,15,139
8338485,"201910",16,25,25
8338485,"201920",15,15,40
8338485,"202010",12,12,52
8338485,"202015",3,3,55
8338485,"202020",15,15,70
8338485,"202110",12,12,82
8338485,"202115",3,3,85
8338485,"202120",12,12,97
8338485,"202210",15,15,112
8338485,"202220",12,12,124
8338893,"201910",17,34,34
8338893,"201920",15,15,49
8338893,"202010",12,12,61
8338893,"202020",21,21,82
8338893,"202110",18,18,100
8338893,"202120",18,18,118
8338893,"202210",15,15,133
8338893,"202220",15,15,148
8339022,"201910",14,14,14
8339022,"201920",17,17,31
8339022,"201930",5,5,36
8339022,"202010",15,15,51
8339022,"202020",14,14,65
8339022,"202030",5,5,70
8339022,"202110",18,18,88
8339022,"202120",18,21,109
8339022,"202130",6,6,115
8339022,"202210",18,21,136
8339022,"202215",6,6,142
8339022,"202220",18,21,163
8339022,"202310",18,18,181
8339022,"202320",12,12,193
8339335,"201910",13,25,25
8339335,"201920",12,12,37
8339335,"202010",13,13,50
8339335,"202020",9,12,62
8339335,"202030",0,6,NA
8339335,"202110",14,14,82
8339335,"202120",15,15,97
8339335,"202210",15,15,112
8339335,"202220",16,16,128
8339550,"201910",12,35,35
8339550,"201920",15,15,50
8339550,"202010",19,19,69
8339550,"202020",19,19,88
8339550,"202110",18,18,106
8339550,"202120",18,18,124
8339550,"202210",0,0,124
8339550,"202215",0,0,124
8339550,"202220",0,0,124
8339919,"201910",16,31,31
8339919,"201915",0,0,31
8339919,"201920",14,14,45
8339919,"202010",16,16,61
8339919,"202020",14,14,75
8339919,"202030",3,3,78
8339919,"202110",15,15,93
8339919,"202120",12,12,105
8339919,"202210",12,12,117
8339919,"202215",6,6,123
8339919,"202220",15,15,138
8340310,"201910",10,10,10
8340310,"201915",3,3,13
8340310,"201920",15,15,28
8340310,"201930",5,8,36
8340310,"202010",17,17,53
8340310,"202020",19,19,72
8340310,"202030",3,9,81
8340310,"202110",15,15,96
8340310,"202115",4,4,100
8340310,"202120",15,15,115
8340310,"202210",18,18,133
8340310,"202220",15,15,148
8340355,"201910",17,53,53
8340355,"201920",15,15,68
8340355,"201930",0,6,NA
8340355,"202010",16,16,90
8340355,"202020",18,18,108
8340355,"202110",13,13,121
8340355,"202120",12,12,133
8340511,"201910",15,56,56
8340511,"201920",16,16,72
8340511,"202010",15,15,87
8340511,"202020",15,15,102
8340511,"202030",3,3,105
8340511,"202110",15,15,120
8340511,"202120",15,15,135
8340511,"202210",0,0,135
8340511,"202215",0,0,135
8340511,"202220",0,0,135
8340526,"201910",16,82,82
8340526,"201920",16,16,98
8340526,"202010",15,15,113
8340526,"202015",3,3,116
8340526,"202020",15,15,131
8340526,"202110",15,15,146
8340526,"202115",6,6,152
8340526,"202120",15,15,167
8340526,"202210",0,0,167
8340526,"202215",0,0,167
8340526,"202220",0,0,167
8342493,"201910",15,57,57
8342493,"201920",16,16,73
8342493,"202010",16,16,89
8342493,"202020",20,20,109
8342493,"202110",16,16,125
8342493,"202120",16,16,141
8342493,"202210",13,13,154
8342493,"202220",13,13,167
8350002,"201810",17,17,17
8350002,"201820",13,13,30
8350002,"201830",4,4,34
8350002,"201910",18,18,52
8350002,"201920",12,12,64
8350002,"201930",3,3,67
8350002,"202010",15,15,82
8350002,"202015",6,6,88
8350002,"202020",12,12,100
8350002,"202030",15,15,115
8350002,"202110",18,18,133
8350002,"202115",6,6,139
8350888,"201910",12,21,21
8350888,"201915",3,3,24
8350888,"201920",14,14,38
8350888,"201930",3,3,41
8350888,"202010",15,15,56
8350888,"202020",15,15,71
8350888,"202030",3,3,74
8350888,"202110",6,6,80
8350888,"202120",13,13,93
8350888,"202210",12,12,105
8350888,"202215",6,6,111
8350888,"202220",14,14,125
8350888,"202230",9,9,134
8350888,"202310",12,12,146
8351630,"201910",17,46,46
8351630,"201920",14,14,60
8351630,"202010",15,15,75
8351630,"202015",6,6,81
8351630,"202020",15,15,96
8351630,"202110",15,15,111
8351630,"202115",2,2,113
8351630,"202120",16,16,129
8351630,"202210",12,12,141
8351630,"202220",15,15,156
8354482,"201810",15,15,15
8354482,"201820",19,19,34
8354482,"201910",21,21,55
8354482,"201920",20,20,75
8354482,"201930",0,0,75
8354482,"202010",12,12,87
8354482,"202020",17,17,104
8354482,"202030",0,0,104
8354482,"202110",18,18,122
8354482,"202120",12,12,134
8354519,"201810",20,20,20
8354519,"201820",22,22,42
8354519,"201910",20,20,62
8354519,"201920",20,20,82
8354519,"202010",20,20,102
8354519,"202020",17,17,119
8354519,"202030",9,9,128
8354519,"202110",3,3,131
8354519,"202115",0,0,131
8354519,"202120",0,0,131
8355890,"201810",15,15,15
8355890,"201820",14,14,29
8355890,"201910",14.5,14.5,43.5
8355890,"201920",15,15,58.5
8355890,"201930",3,3,61.5
8355890,"202010",17,17,78.5
8355890,"202020",16,16,94.5
8355890,"202030",0,3,NA
8355890,"202110",18,18,115.5
8355890,"202120",15,15,130.5
8357001,"201810",16,16,16
8357001,"201820",18,18,34
8357001,"201910",17,17,51
8357001,"201920",18,18,69
8357001,"202010",8,8,77
8357001,"202020",9,9,86
8357001,"202110",6,6,92
8357001,"202120",12,12,104
8357001,"202210",15,15,119
8357001,"202215",3,3,122
